CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Lucro_Liquido_Ajustado;Taxa_Retorno_Patrimonio_Liquido_Emissor;Lucro_Liquido_Retido;Dividendo_Distribuido_Lucro_Liquido_Ajustado;Dividendo_Distribuido_Total;Data_Aprovacao_Retencao
58.119.199/0001-51;2021-01-01;6;113746;ODONTOPREV S.A.;2019-01-01;2019-12-31;284763367.67;25.62285260;85429010.30;70.00000000;199334357.37;2020-04-28
58.119.199/0001-51;2021-01-01;6;113746;ODONTOPREV S.A.;2020-01-01;2020-12-31;361128111.97;29.92977874;27914759.40;92.27012285;333213352.57;2021-04-05
58.430.828/0001-60;2021-01-01;19;111451;BLAU FARMACÊUTICA S.A.;2018-01-01;2018-12-31;117090587.65;13.10711621;87602806.83;25.00000000;29272646.91;2019-04-24
58.430.828/0001-60;2021-01-01;19;111451;BLAU FARMACÊUTICA S.A.;2019-01-01;2019-12-31;196152023.20;18.45226667;146181478.22;25.00000000;49038005.80;2020-04-07
58.430.828/0001-60;2021-01-01;19;111451;BLAU FARMACÊUTICA S.A.;2020-01-01;2020-12-31;254330083.75;1.14903221;60826839.95;75.00000000;192301635.93;2021-04-15
59.105.999/0001-86;2021-01-01;7;114247;WHIRLPOOL S.A.;2018-01-01;2018-12-31;180601.00;8.24000000;135445.00;25.00000000;45156.00;2019-04-26
59.105.999/0001-86;2021-01-01;7;114247;WHIRLPOOL S.A.;2019-01-01;2019-12-31;1774763.00;58.79000000;1299701.00;25.00000000;433234.00;2020-07-21
59.105.999/0001-86;2021-01-01;7;114247;WHIRLPOOL S.A.;2020-01-01;2020-12-31;712371.00;36.94000000;534278.00;25.00000000;178093.00;2021-04-28
59.285.411/0001-13;2021-01-01;25;115320;BCO PAN S.A.;2018-01-01;2018-12-31;210439000.00;0.05408200;123724000.00;41.20000000;86715000.00;2019-04-26
59.285.411/0001-13;2021-01-01;25;115320;BCO PAN S.A.;2019-01-01;2019-12-31;490138000.00;10.50000000;288890000.00;40.10000000;201248000.00;2019-12-31
59.285.411/0001-13;2021-01-01;25;115320;BCO PAN S.A.;2020-01-01;2020-12-31;622791000.00;12.30000000;400673000.00;40.90000000;254896000.00;2020-12-31
59.418.806/0001-47;2021-01-01;10;114729;TRACK & FIELD CO S.A.;2018-01-01;2018-12-31;41450000.00;0.34084900;0.00;0.29918000;12401000.00;2019-03-29
59.418.806/0001-47;2021-01-01;10;114729;TRACK & FIELD CO S.A.;2019-01-01;2019-12-31;51988564.66;4.09620200;0.00;1.00000000;51989000.00;2019-12-20
59.418.806/0001-47;2021-01-01;10;114729;TRACK & FIELD CO S.A.;2020-01-01;2020-12-31;25831174.46;0.12810400;0.00;0.23752100;6135444.00;2021-04-30
59.717.553/0001-02;2021-01-01;8;113741;GRUPO MULTI S.A.;2018-01-01;2018-12-31;47014091.30;4.90000000;954767.87;98.00000000;46059323.44;2019-05-31
59.717.553/0001-02;2021-01-01;8;113741;GRUPO MULTI S.A.;2019-01-01;2019-12-31;49356208.64;2.40000000;21829808.72;55.80000000;27525962.01;2020-04-17
59.717.553/0001-02;2021-01-01;8;113741;GRUPO MULTI S.A.;2020-01-01;2020-12-31;168715317.45;2.90000000;101721701.33;26.20000000;44282139.88;2021-04-29
59.717.553/0001-02;2021-01-01;8;113741;GRUPO MULTI S.A.;2021-01-01;2021-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
59.789.545/0001-71;2021-01-01;3;114356;POLPAR S.A.;2018-01-01;2018-12-31;297000.00;0.88000000;239000.00;25.00000000;74000.00;2019-04-29
59.789.545/0001-71;2021-01-01;3;114356;POLPAR S.A.;2019-01-01;2019-12-31;432000.00;1.22000000;347000.00;25.00000000;108000.00;2020-04-28
59.789.545/0001-71;2021-01-01;3;114356;POLPAR S.A.;2020-01-01;2020-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
59.981.829/0001-65;2021-01-01;4;108549;RODOBENS SA;2018-01-01;2018-12-31;119766407.50;4.97000000;108502000.00;14.70000000;17600000.00;2021-02-11
59.981.829/0001-65;2021-01-01;4;108549;RODOBENS SA;2019-01-01;2019-12-31;128319521.66;5.07000000;128677000.00;5.29000000;6790104.42;2021-02-11
59.981.829/0001-65;2021-01-01;4;108549;RODOBENS SA;2020-01-01;2020-12-31;198806400.77;25.10000000;73608171.17;68.24000000;135661724.38;2021-02-11
60.398.369/0004-79;2021-01-01;10;114812;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
60.398.369/0004-79;2021-01-01;10;114812;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2019-01-01;2019-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
60.398.369/0004-79;2021-01-01;10;114812;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
60.444.437/0001-46;2021-01-01;23;114217;LIGHT SERVICOS DE ELETRICIDADE S.A.;2018-01-01;2018-12-31;72873862.00;3.14000000;58490863.00;25.00000000;18218465.00;2019-04-29
60.444.437/0001-46;2021-01-01;23;114217;LIGHT SERVICOS DE ELETRICIDADE S.A.;2019-01-01;2019-12-31;1095690084.00;22.36000000;879435463.00;25.00000000;273922521.00;2020-04-28
60.444.437/0001-46;2021-01-01;23;114217;LIGHT SERVICOS DE ELETRICIDADE S.A.;2020-01-01;2020-12-31;261106000.00;4.88000000;209572000.00;25.00000000;65276000.00;2021-04-29
60.476.884/0001-87;2021-01-01;3;114114;MAHLE METAL LEVE S.A.;2018-01-01;2018-12-31;278436950.06;20.60000000;157761000.00;100.00000000;278436950.06;2019-04-30
60.476.884/0001-87;2021-01-01;3;114114;MAHLE METAL LEVE S.A.;2019-01-01;2019-12-31;246807000.00;32.00000000;175572000.00;33.20000000;81922000.00;2020-05-29
60.476.884/0001-87;2021-01-01;3;114114;MAHLE METAL LEVE S.A.;2020-01-01;2020-12-31;119202000.00;8.90000000;157761000.00;100.00000000;119202000.00;2021-04-29
60.500.139/0001-26;2021-01-01;7;115161;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;-301730220.16;-249.53000000;0.00;0.00000000;0.00;2019-04-30
60.500.139/0001-26;2021-01-01;7;115161;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;2019-01-01;2019-12-31;-318048151.51;184.17000000;0.00;0.00000000;0.00;2020-05-29
60.500.139/0001-26;2021-01-01;7;115161;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;-419595226.79;76.97000000;0.00;0.00000000;0.00;2021-04-30
60.537.263/0001-66;2021-01-01;9;115609;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2018-01-01;2018-12-31;-50363000.00;0.00000000;0.00;0.00000000;0.00;
60.537.263/0001-66;2021-01-01;9;115609;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2019-01-01;2019-12-31;-42628000.00;0.00000000;0.00;0.00000000;0.00;
60.537.263/0001-66;2021-01-01;9;115609;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2020-01-01;2020-12-31;-170669000.00;0.00000000;0.00;0.00000000;0.00;
60.543.816/0001-93;2021-01-01;9;115393;IGUATEMI S.A.;2018-01-01;2018-12-31;104646413.31;2.38000000;75154118.97;33.45000000;35000000.30;2019-04-22
60.543.816/0001-93;2021-01-01;9;115393;IGUATEMI S.A.;2019-01-01;2019-12-31;122225155.56;0.65000000;118658054.63;8.18000000;10000003.85;2020-07-08
60.543.816/0001-93;2021-01-01;9;115393;IGUATEMI S.A.;2020-01-01;2020-12-31;72616595.55;0.62000000;66438521.63;13.77000000;10000000.00;2021-04-27
60.637.238/0001-54;2021-01-01;13;111022;BLUE TECH SOLUTIONS EQI S.A.;2019-01-01;2019-12-31;16629263.73;0.00000000;0.00;0.00000000;0.00;
60.637.238/0001-54;2021-01-01;13;111022;BLUE TECH SOLUTIONS EQI S.A.;2020-01-01;2020-12-31;-6480144.29;0.00000000;0.00;0.00000000;0.00;
60.651.809/0001-05;2021-01-01;4;114327;SUZANO HOLDING S.A.;2018-01-01;2018-12-31;0.00;2.47000000;100485.00;0.00000000;0.00;2019-04-29
60.651.809/0001-05;2021-01-01;4;114327;SUZANO HOLDING S.A.;2019-01-01;2019-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
60.651.809/0001-05;2021-01-01;4;114327;SUZANO HOLDING S.A.;2020-01-01;2020-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
60.730.348/0001-66;2021-01-01;4;114197;CIA MELHORAMENTOS DE SAO PAULO;2018-01-01;2018-12-31;5061000.00;0.28000000;2471000.00;51.00000000;2590000.00;2019-04-26
60.730.348/0001-66;2021-01-01;4;114197;CIA MELHORAMENTOS DE SAO PAULO;2019-01-01;2019-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
60.730.348/0001-66;2021-01-01;4;114197;CIA MELHORAMENTOS DE SAO PAULO;2020-01-01;2020-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
60.746.948/0001-12;2021-01-01;18;114912;BCO BRADESCO S.A.;2018-01-01;2018-12-31;18130705306.69;14.96910100;11786357181.70;40.25544300;7298595772.74;2019-03-11
60.746.948/0001-12;2021-01-01;18;114912;BCO BRADESCO S.A.;2019-01-01;2019-12-31;21453484504.85;16.04320100;14718838952.60;73.94498700;15863776318.38;2020-03-10
60.746.948/0001-12;2021-01-01;18;114912;BCO BRADESCO S.A.;2020-01-01;2020-12-31;15719247557.48;10.93873300;11182625536.97;35.29411800;5547969704.75;2021-03-10
60.770.336/0001-65;2021-01-01;6;113581;BCO ALFA DE INVESTIMENTO S.A.;2018-01-01;2018-12-31;53234620.02;3.88299799;37038411.52;35.68736022;18998030.61;2019-04-25
60.770.336/0001-65;2021-01-01;6;113581;BCO ALFA DE INVESTIMENTO S.A.;2019-01-01;2019-12-31;63794015.86;4.51191153;47634865.46;30.59355692;19516730.17;2020-04-24
60.770.336/0001-65;2021-01-01;6;113581;BCO ALFA DE INVESTIMENTO S.A.;2020-01-01;2020-12-31;70000148.23;4.77623331;53095454.57;29.41266913;20588911.99;2021-03-31
60.840.055/0001-31;2021-01-01;8;115733;FLEURY S.A.;2018-01-01;2018-01-31;331585713.40;0.18948177;16579285.57;95.00000000;315006427.83;2019-04-29
60.840.055/0001-31;2021-01-01;8;115733;FLEURY S.A.;2019-01-01;2019-01-31;312317005.42;0.17755613;15615850.27;95.00000000;296701155.15;2020-02-19
60.840.055/0001-31;2021-01-01;8;115733;FLEURY S.A.;2020-01-01;2020-12-31;256960724.20;146.76341446;25695748.23;90.00000000;231264975.97;2021-02-25
60.851.615/0001-53;2021-01-01;3;114456;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;-95862000.00;0.00000000;0.00;0.00000000;0.00;
60.851.615/0001-53;2021-01-01;3;114456;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2019-01-01;2019-12-31;-204420000.00;0.00000000;0.00;0.00000000;0.00;
60.851.615/0001-53;2021-01-01;3;114456;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;-65455000.00;0.00000000;0.00;0.00000000;0.00;
60.872.504/0001-23;2021-01-01;17;114194;ITAU UNIBANCO HOLDING S.A.;2018-01-01;2018-12-31;20848000000.00;16.60000000;1102000000.00;107.60000000;22437000000.00;2019-04-24
60.872.504/0001-23;2021-01-01;17;114194;ITAU UNIBANCO HOLDING S.A.;2019-01-01;2019-12-31;25376000000.00;20.20000000;7156000000.00;74.00000000;18777000000.00;2020-04-28
60.872.504/0001-23;2021-01-01;17;114194;ITAU UNIBANCO HOLDING S.A.;2020-01-01;2020-12-31;18013000000.00;13.90000000;14091000000.00;25.00000000;4503000000.00;2021-04-27
60.894.730/0001-05;2021-01-01;11;116029;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;2018-01-01;2018-12-31;690325000.00;5.09000000;542622000.00;25.00000000;172581000.00;2019-02-14
60.894.730/0001-05;2021-01-01;11;116029;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;2019-01-01;2019-12-31;202602000.00;1.52000000;162615000.00;25.00000000;50650000.00;2020-02-13
60.894.730/0001-05;2021-01-01;11;116029;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;2020-01-01;2020-12-31;639151000.00;4.53000000;513002000.00;25.00000000;159788000.00;2021-02-11
60.933.603/0001-78;2021-01-01;17;115700;CESP - CIA ENERGETICA DE SAO PAULO;2018-01-01;2018-12-31;258818486.46;4.14573557;0.00;114.86833544;297300487.20;
60.933.603/0001-78;2021-01-01;17;115700;CESP - CIA ENERGETICA DE SAO PAULO;2019-01-01;2019-12-31;1112176955.52;16.27752900;405037608.38;54.47693800;605879786.65;2020-03-30
60.933.603/0001-78;2021-01-01;17;115700;CESP - CIA ENERGETICA DE SAO PAULO;2020-01-01;2020-12-31;1613359073.38;23.98988100;672456324.16;52.69535400;850165278.42;2021-03-30
61.022.042/0001-18;2021-01-01;3;114775;CONSTRUTORA ADOLPHO LINDENBERG S.A.;2018-01-01;2018-12-31;2374809.26;9.61000000;1681476.86;29.19528790;693332.40;2019-04-24
61.022.042/0001-18;2021-01-01;3;114775;CONSTRUTORA ADOLPHO LINDENBERG S.A.;2019-01-01;2019-12-31;-24666417.82;0.00000000;0.00;0.00000000;0.00;2020-04-24
61.022.042/0001-18;2021-01-01;3;114775;CONSTRUTORA ADOLPHO LINDENBERG S.A.;2020-01-01;2020-12-31;1944983.65;0.00000000;0.00;0.00000000;0.00;2021-03-26
61.065.751/0001-80;2021-01-01;5;114150;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;-614048705.91;0.00000000;0.00;0.00000000;0.00;
61.065.751/0001-80;2021-01-01;5;114150;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;2019-01-01;2019-12-31;-311109111.19;0.00000000;0.00;0.00000000;0.00;
61.065.751/0001-80;2021-01-01;5;114150;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;14943860.25;0.00000000;0.00;0.00000000;0.00;
61.079.117/0001-05;2021-01-01;8;111641;ALPARGATAS S.A.;2018-01-01;2018-12-31;113937000.00;13.11992932;217564000.00;97.07118846;110600000.00;2019-04-17
61.079.117/0001-05;2021-01-01;8;111641;ALPARGATAS S.A.;2019-01-01;2019-12-31;32042757.30;9.48348755;242062394.27;95.00000002;30440619.44;2020-04-30
61.079.117/0001-05;2021-01-01;8;111641;ALPARGATAS S.A.;2020-01-01;2020-12-31;140195000.00;4.64444542;140195000.00;0.00000000;0.00;2021-04-22
61.092.037/0001-81;2021-01-01;11;113751;ETERNIT S.A.;2018-01-01;2018-12-31;-149367000.00;0.00000000;0.00;0.00000000;0.00;
61.092.037/0001-81;2021-01-01;11;113751;ETERNIT S.A.;2019-01-01;2019-12-31;-12646818.85;0.00000000;0.00;0.00000000;0.00;
61.092.037/0001-81;2021-01-01;11;113751;ETERNIT S.A.;2020-01-01;2020-12-31;158751050.42;0.00000000;0.00;0.00000000;0.00;
61.156.113/0001-75;2021-01-01;12;115484;IOCHPE MAXION S.A.;2018-01-01;2018-12-31;213870795.00;6.89009052;0.00;37.00000000;79132370.14;
61.156.113/0001-75;2021-01-01;12;115484;IOCHPE MAXION S.A.;2019-01-01;2019-12-31;342762376.00;10.45184053;0.00;37.00000000;126822080.00;
61.156.113/0001-75;2021-01-01;12;115484;IOCHPE MAXION S.A.;2020-01-01;2020-12-31;-485608291.00;-14.20390707;0.00;0.00000000;0.00;
61.156.931/0001-78;2021-01-01;4;110462;ALIPERTI S.A.;2018-01-01;2018-12-31;-11565786.76;-4.98196900;0.00;0.00000000;0.00;
61.156.931/0001-78;2021-01-01;4;110462;ALIPERTI S.A.;2019-01-01;2019-12-31;-18425079.34;-7.78423700;0.00;0.00000000;0.00;
61.156.931/0001-78;2021-01-01;4;110462;ALIPERTI S.A.;2020-01-01;2020-12-31;36760174.10;14.05618400;27570130.57;25.00000000;9190043.53;2021-04-30
61.186.680/0001-74;2021-01-01;20;115526;BANCO BMG S/A;2018-01-01;2018-12-31;162218200.00;6.46731740;22216140.88;0.00000000;140002059.12;2019-04-30
61.186.680/0001-74;2021-01-01;20;115526;BANCO BMG S/A;2019-01-01;2019-12-31;349113600.00;9.12270250;198249692.25;0.00000000;150863907.75;2019-12-09
61.186.680/0001-74;2021-01-01;20;115526;BANCO BMG S/A;2020-01-01;2020-12-31;312591800.00;7.97059080;207591800.00;0.00000000;105000000.00;2020-12-29
61.189.288/0001-89;2021-01-01;8;115353;MARISA LOJAS S.A.;2018-01-01;2018-12-31;26945000.00;2.91305700;20209000.00;25.00000000;6736000.00;2019-04-24
61.189.288/0001-89;2021-01-01;8;115353;MARISA LOJAS S.A.;2019-01-01;2019-12-31;-112362000.00;-7.91281800;-112362000.00;0.00000000;0.00;
61.189.288/0001-89;2021-01-01;8;115353;MARISA LOJAS S.A.;2020-01-01;2020-12-31;-432196000.00;-43.57152700;-432196000.00;0.00000000;0.00;
61.190.096/0001-92;2021-01-01;2;113252;EUROFARMA LABORATÓRIOS S.A.;2018-01-01;2018-12-31;379438184.37;22.48236700;278194958.45;25.00000000;94859546.09;2019-04-25
61.190.096/0001-92;2021-01-01;2;113252;EUROFARMA LABORATÓRIOS S.A.;2019-01-01;2019-12-31;342484739.07;22.30295600;327614481.40;25.00000000;85621184.77;2020-04-30
61.190.096/0001-92;2021-01-01;2;113252;EUROFARMA LABORATÓRIOS S.A.;2020-01-01;2020-12-31;578012526.17;30.20432100;567078532.90;25.00000000;144503131.54;2021-05-26
61.351.532/0001-68;2021-01-01;6;108240;AZEVEDO E TRAVASSOS S.A.;2018-01-01;2018-12-31;0.00;0.00000000;0.00;0.00000000;0.00;2020-01-23
61.351.532/0001-68;2021-01-01;6;108240;AZEVEDO E TRAVASSOS S.A.;2019-01-01;2019-12-31;0.00;0.00000000;0.00;0.00000000;0.00;2020-07-29
61.351.532/0001-68;2021-01-01;6;108240;AZEVEDO E TRAVASSOS S.A.;2020-01-01;2020-12-31;0.00;0.00000000;0.00;0.00000000;0.00;2021-04-30
61.374.161/0001-30;2021-01-01;1;105399;BAUMER S.A.;2018-01-01;2018-12-31;5483346.70;5.77000000;4012812.39;24.98000000;1369900.00;2019-04-26
61.374.161/0001-30;2021-01-01;1;105399;BAUMER S.A.;2019-01-01;2019-12-31;7378241.39;7.36000000;3908507.37;30.50000000;2250552.30;2020-07-31
61.374.161/0001-30;2021-01-01;1;105399;BAUMER S.A.;2020-01-01;2020-12-31;13142485.04;11.71000000;12782727.95;27.92000000;3669686.40;2021-04-30
61.409.892/0001-73;2021-01-01;7;111480;COMPANHIA BRASILEIRA DE ALUMÍNIO;2018-01-01;2018-12-31;41034000.00;1.03000000;2160000.00;100.00000000;41034000.00;2019-04-30
61.409.892/0001-73;2021-01-01;7;111480;COMPANHIA BRASILEIRA DE ALUMÍNIO;2019-01-01;2019-12-31;-64225000.00;0.00000000;0.00;0.00000000;0.00;
61.409.892/0001-73;2021-01-01;7;111480;COMPANHIA BRASILEIRA DE ALUMÍNIO;2020-01-01;2020-12-31;-927828000.00;0.00000000;0.00;0.00000000;0.00;
61.409.892/0001-73;2021-01-01;7;111480;COMPANHIA BRASILEIRA DE ALUMÍNIO;2021-01-01;2021-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
61.486.650/0001-83;2021-01-01;21;114753;DIAGNOSTICOS DA AMERICA S.A.;2018-01-01;2018-12-31;175159405.14;5.27000000;9378321.20;0.00000000;175000000.00;2019-04-24
61.486.650/0001-83;2021-01-01;21;114753;DIAGNOSTICOS DA AMERICA S.A.;2019-01-01;2019-12-31;118538339.10;3.63000000;6238859.95;0.00000000;177450327.88;2020-04-28
61.486.650/0001-83;2021-01-01;21;114753;DIAGNOSTICOS DA AMERICA S.A.;2020-01-01;2020-12-31;0.00;0.00000000;0.00;0.00000000;137196740.09;2020-12-31
61.532.644/0001-15;2021-01-01;7;114683;ITAÚSA S.A.;2018-01-01;2018-12-31;8964039456.26;17.11000000;594453737.23;98.63000000;8841377269.36;2019-04-30
61.532.644/0001-15;2021-01-01;7;114683;ITAÚSA S.A.;2019-01-01;2019-12-31;9796138843.68;18.67000000;2995586676.51;74.68000000;7316138422.10;2020-06-17
61.532.644/0001-15;2021-01-01;7;114683;ITAÚSA S.A.;2020-01-01;2020-12-31;6703666027.23;12.31000000;5185511672.54;27.91000000;1870978882.44;2021-04-30
61.584.140/0001-49;2021-01-01;4;115244;REDE ENERGIA PARTICIPAÇÕES S.A.;2018-01-01;2018-12-31;379586008.30;11.65015200;0.00;100.00000000;379586008.30;2019-04-30
61.584.140/0001-49;2021-01-01;4;115244;REDE ENERGIA PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;677067826.65;15.69161400;243721504.58;69.25768800;468921522.91;2020-04-28
61.584.140/0001-49;2021-01-01;4;115244;REDE ENERGIA PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;865555722.51;26.85000000;0.00;100.00000000;865555722.51;2021-04-28
61.585.865/0001-51;2021-01-01;6;113999;RAIA DROGASIL S.A.;2018-01-01;2018-12-31;436202575.93;14.35621513;293598087.90;48.02814370;209500000.00;2019-04-10
61.585.865/0001-51;2021-01-01;6;113999;RAIA DROGASIL S.A.;2019-01-01;2019-12-31;638209258.05;18.94408521;541270741.88;36.30033014;231672067.64;2020-04-08
61.585.865/0001-51;2021-01-01;6;113999;RAIA DROGASIL S.A.;2020-01-01;2020-12-31;390743787.92;10.94634557;292188261.09;49.39297970;193000000.00;2021-04-30
61.856.571/0001-17;2021-01-01;6;115638;CIA GAS DE SAO PAULO - COMGAS;2018-01-01;2018-01-31;1276546.00;49.21991400;741279.00;46.86326900;598231.00;2019-04-25
61.856.571/0001-17;2021-01-01;6;115638;CIA GAS DE SAO PAULO - COMGAS;2019-01-01;2019-12-31;1298820.00;411.14000000;135907.00;153.99000000;2000000000.00;2019-12-04
61.856.571/0001-17;2021-01-01;6;115638;CIA GAS DE SAO PAULO - COMGAS;2020-01-01;2020-12-31;1111709.00;195.00196600;111709.00;102.17664870;1135907.00;2021-04-28
62.144.175/0001-20;2021-01-01;10;115507;BCO PINE S.A;2018-01-01;2018-12-31;-59705650.87;0.00000000;-59705650.87;0.00000000;0.00;
62.144.175/0001-20;2021-01-01;10;115507;BCO PINE S.A;2019-01-01;2019-12-31;-118208713.34;0.00000000;-118208713.34;0.00000000;0.00;
62.144.175/0001-20;2021-01-01;10;115507;BCO PINE S.A;2020-01-01;2020-12-31;-63623373.55;0.00000000;-63623373.55;0.00000000;0.00;
62.984.091/0001-02;2021-01-01;12;115564;CRUZEIRO DO SUL EDUCACIONAL S.A.;2018-01-01;2018-12-31;114081000.00;6.50000000;51808000.00;25.00000000;28520000.00;2019-04-16
62.984.091/0001-02;2021-01-01;12;115564;CRUZEIRO DO SUL EDUCACIONAL S.A.;2019-01-01;2019-12-31;120024000.00;5.90000000;51120000.00;25.00000000;30006000.00;2020-07-31
62.984.091/0001-02;2021-01-01;12;115564;CRUZEIRO DO SUL EDUCACIONAL S.A.;2020-01-01;2020-12-31;-34793000.00;0.00000000;0.00;0.00000000;0.00;2021-04-30
64.904.295/0001-03;2021-02-28;7;106391;CAMIL ALIMENTOS S.A.;2017-03-01;2018-02-28;250644976.14;13.76000000;98355000.00;39.79000000;165000000.00;2018-06-29
64.904.295/0001-03;2021-02-28;7;106391;CAMIL ALIMENTOS S.A.;2018-03-01;2019-02-28;362387360.43;16.71000000;181357235.91;25.11000000;91000000.00;2019-06-26
64.904.295/0001-03;2021-02-28;7;106391;CAMIL ALIMENTOS S.A.;2019-03-01;2020-02-29;239628312.93;10.65000000;41148644.09;25.00000000;60000000.00;2020-06-30
67.010.660/0001-24;2021-01-01;5;114154;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2019-01-01;2019-12-31;1608921.95;0.06000000;1528475.85;25.00000000;382118.96;2020-04-23
67.010.660/0001-24;2021-01-01;5;114154;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2020-01-01;2020-12-31;1478616.43;0.07000000;1404685.61;30.00000000;421405.68;2021-04-23
67.620.377/0001-14;2021-01-01;13;114214;MINERVA S.A.;2018-01-01;2018-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
67.620.377/0001-14;2021-01-01;13;114214;MINERVA S.A.;2019-01-01;2019-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
67.620.377/0001-14;2021-01-01;13;114214;MINERVA S.A.;2020-01-01;2020-12-31;663785137.12;82.98003028;153438030.87;82.13526725;545201696.35;2021-04-12
71.208.516/0001-74;2021-01-01;3;111339;ALGAR TELECOM S/A;2018-01-01;2018-12-31;316036779.74;22.90000000;195152711.48;35.00000000;105082229.27;2019-04-29
71.208.516/0001-74;2021-01-01;3;111339;ALGAR TELECOM S/A;2019-01-01;2019-12-31;302715999.61;22.00000000;186927129.76;35.00000000;100653069.87;2020-04-29
71.208.516/0001-74;2021-01-01;3;111339;ALGAR TELECOM S/A;2020-01-01;2020-12-31;202376086.37;13.90000000;124967233.33;35.00000000;67290048.72;2021-04-27
71.476.527/0001-35;2021-01-01;18;114209;CONSTRUTORA TENDA S.A.;2018-12-01;2018-12-31;153308658.88;12.65000000;114981494.16;25.00000000;38327164.72;2019-04-24
71.476.527/0001-35;2021-01-01;18;114209;CONSTRUTORA TENDA S.A.;2019-12-01;2019-12-31;250366494.33;18.52000000;187774870.75;25.00000000;62591623.58;2020-07-10
71.476.527/0001-35;2021-01-01;18;114209;CONSTRUTORA TENDA S.A.;2020-12-01;2020-12-31;190302782.05;12.54000000;142727086.54;25.00000000;47575695.51;2021-04-30
73.178.600/0001-18;2021-01-01;11;114178;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2018-01-01;2018-12-31;-84361783.12;0.00000000;0.00;0.00000000;0.00;
73.178.600/0001-18;2021-01-01;11;114178;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2019-01-01;2019-12-31;415841330.76;0.00845778;311881.00;168.00000000;700000000.00;
73.178.600/0001-18;2021-01-01;11;114178;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2020-01-01;2020-12-31;395049264.22;2.10000000;296286948.17;25.00000000;98762316.06;2020-07-23
73.903.718/0001-61;2021-01-01;1;105166;SNB PARTICIPACOES SA;2018-01-01;2018-12-31;-624651.36;0.00000000;0.00;0.00000000;0.00;
73.903.718/0001-61;2021-01-01;1;105166;SNB PARTICIPACOES SA;2019-01-01;2019-12-31;-690042.92;0.00000000;0.00;0.00000000;0.00;
73.903.718/0001-61;2021-01-01;1;105166;SNB PARTICIPACOES SA;2020-01-01;2020-12-31;-2357848.91;0.00000000;0.00;0.00000000;0.00;
75.315.333/0001-09;2021-01-01;12;116032;ATACADÃO S.A.;2018-01-01;2018-12-31;1577000000.00;36.06000000;1107000000.00;29.80000000;470000000.00;2019-04-16
75.315.333/0001-09;2021-01-01;12;116032;ATACADÃO S.A.;2019-01-01;2019-12-31;962281357.00;35.59000000;480281357.00;50.10000000;482000000.00;2020-04-14
75.315.333/0001-09;2021-01-01;12;116032;ATACADÃO S.A.;2020-01-01;2020-12-31;2537206020.99;79.01000000;1296106853.13;48.92000000;1241099167.86;2021-02-12
