CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Posicao;Quantidade_Ate30Anos;Quantidade_30a50Anos;Quantidade_Acima50Anos
88.610.126/0001-29;2023-12-31;7;136794;FRASLE MOBILITY S.A.;Não-liderança;1655;3033;604
88.610.191/0001-54;2023-12-31;4;139048;MUNDIAL S.A. - PRODUTOS DE CONSUMO;Liderança;4;62;31
88.610.191/0001-54;2023-12-31;4;139048;MUNDIAL S.A. - PRODUTOS DE CONSUMO;Não-liderança;578;1015;362
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;Liderança;28;435;64
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;Não-liderança;3647;5232;913
89.086.144/0001-16;2023-12-31;7;138534;RANDONCORP S.A.;Liderança;17;389;84
89.086.144/0001-16;2023-12-31;7;138534;RANDONCORP S.A.;Não-liderança;4872;9276;1312
89.096.457/0001-55;2023-12-31;15;137386;SLC AGRICOLA S.A.;Liderança;85;293;36
89.096.457/0001-55;2023-12-31;15;137386;SLC AGRICOLA S.A.;Não-liderança;1382;2141;448
89.463.822/0001-12;2023-12-31;27;137874;LUPATECH S.A;Liderança;0;28;9
89.463.822/0001-12;2023-12-31;27;137874;LUPATECH S.A;Não-liderança;114;251;70
89.637.490/0001-45;2023-12-31;15;137486;KLABIN S.A.;Liderança;107;1286;255
89.637.490/0001-45;2023-12-31;15;137486;KLABIN S.A.;Não-liderança;5005;9975;1638
89.850.341/0001-60;2023-12-31;11;136875;GRENDENE S.A.;Liderança;36;422;94
89.850.341/0001-60;2023-12-31;11;136875;GRENDENE S.A.;Não-liderança;5540;7563;1426
90.076.886/0001-40;2023-12-31;4;138919;MINUPAR PARTICIPACOES S.A.;Liderança;3;40;4
90.076.886/0001-40;2023-12-31;4;138919;MINUPAR PARTICIPACOES S.A.;Não-liderança;851;1278;553
90.400.888/0001-42;2023-12-31;17;137940;BCO SANTANDER (BRASIL) S.A.;Liderança;440;737;114
90.400.888/0001-42;2023-12-31;17;137940;BCO SANTANDER (BRASIL) S.A.;Não-liderança;17490;29267;4543
90.441.460/0001-48;2023-12-31;4;137407;UNICASA INDÚSTRIA DE MÓVEIS S.A.;Liderança;0;40;0
90.441.460/0001-48;2023-12-31;4;137407;UNICASA INDÚSTRIA DE MÓVEIS S.A.;Não-liderança;162;324;38
91.333.666/0001-17;2023-12-31;8;139739;RECRUSUL S.A.;Liderança;0;9;2
91.333.666/0001-17;2023-12-31;8;139739;RECRUSUL S.A.;Não-liderança;48;56;31
91.669.747/0001-92;2023-12-31;2;128679;DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Liderança;0;0;1
91.669.747/0001-92;2023-12-31;2;128679;DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Não-liderança;0;0;1
91.983.056/0001-69;2023-12-31;17;136540;KEPLER WEBER S.A.;Liderança;17;109;10
91.983.056/0001-69;2023-12-31;17;136540;KEPLER WEBER S.A.;Não-liderança;538;853;170
92.012.467/0001-70;2023-12-31;5;136606;GRAZZIOTIN S.A.;Liderança;165;273;0
92.012.467/0001-70;2023-12-31;5;136606;GRAZZIOTIN S.A.;Não-liderança;1492;624;175
92.660.570/0001-26;2023-12-31;4;138132;TREVISA INVESTIMENTOS S.A.;Liderança;0;31;23
92.660.570/0001-26;2023-12-31;4;138132;TREVISA INVESTIMENTOS S.A.;Não-liderança;43;135;56
92.665.611/0001-77;2023-12-31;5;133204;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;Liderança;136;516;30
92.665.611/0001-77;2023-12-31;5;133204;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;Não-liderança;4238;3473;554
92.690.783/0001-09;2023-12-31;14;138036;METALURGICA GERDAU S.A.;Liderança;353;3346;911
92.690.783/0001-09;2023-12-31;14;138036;METALURGICA GERDAU S.A.;Não-liderança;6280;16235;3473
92.693.019/0001-89;2023-12-31;5;137614;PANATLANTICA S.A.;Liderança;0;25;20
92.693.019/0001-89;2023-12-31;5;137614;PANATLANTICA S.A.;Não-liderança;131;310;73
92.702.067/0001-96;2023-12-31;27;136674;BCO ESTADO DO RIO GRANDE DO SUL S.A.;Liderança;14;1082;564
92.702.067/0001-96;2023-12-31;27;136674;BCO ESTADO DO RIO GRANDE DO SUL S.A.;Não-liderança;177;4642;2181
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;Liderança;0;27;11
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;Não-liderança;0;24;7
92.749.225/0001-63;2023-12-31;4;136932;HERCULES S.A. FABRICA DE TALHERES;Liderança;0;1;6
92.749.225/0001-63;2023-12-31;4;136932;HERCULES S.A. FABRICA DE TALHERES;Não-liderança;0;0;1
92.754.738/0001-62;2023-12-31;9;136012;LOJAS RENNER S.A.;Liderança;710;2276;86
92.754.738/0001-62;2023-12-31;9;136012;LOJAS RENNER S.A.;Não-liderança;12494;8023;932
92.781.335/0001-02;2023-12-31;9;136801;TAURUS ARMAS S.A.;Liderança;31;208;21
92.781.335/0001-02;2023-12-31;9;136801;TAURUS ARMAS S.A.;Não-liderança;1187;1615;331
92.791.243/0001-03;2023-12-31;7;137721;IRANI PAPEL E EMBALAGEM S.A.;Liderança;18;127;29
92.791.243/0001-03;2023-12-31;7;137721;IRANI PAPEL E EMBALAGEM S.A.;Não-liderança;898;1066;223
93.828.986/0001-73;2023-12-31;2;137240;CEMEPE INVESTIMENTOS S.A.;Liderança;0;0;2
93.828.986/0001-73;2023-12-31;2;137240;CEMEPE INVESTIMENTOS S.A.;Não-liderança;0;0;2
94.813.102/0001-70;2023-12-31;3;133703;TRÊS TENTOS AGROINDUSTRIAL S/A;Liderança;68;352;30
94.813.102/0001-70;2023-12-31;3;133703;TRÊS TENTOS AGROINDUSTRIAL S/A;Não-liderança;577;761;163
95.426.862/0001-97;2023-12-31;3;137646;EXCELSIOR ALIMENTOS S.A.;Liderança;3;20;7
95.426.862/0001-97;2023-12-31;3;137646;EXCELSIOR ALIMENTOS S.A.;Não-liderança;138;304;75
96.298.013/0001-68;2023-12-31;8;137557;PACAEMBU CONSTRUTORA S.A.;Liderança;6;89;10
96.298.013/0001-68;2023-12-31;8;137557;PACAEMBU CONSTRUTORA S.A.;Não-liderança;305;296;68
96.418.264/0218-02;2023-12-31;14;137838;LOJAS QUERO QUERO S.A.;Liderança;415;936;73
96.418.264/0218-02;2023-12-31;14;137838;LOJAS QUERO QUERO S.A.;Não-liderança;3735;2632;436
97.191.902/0001-94;2023-12-31;2;136989;CONSERVAS ODERICH S.A.;Liderança;33;94;60
97.191.902/0001-94;2023-12-31;2;136989;CONSERVAS ODERICH S.A.;Não-liderança;597;964;367
97.837.181/0001-47;2023-12-31;11;136737;DEXCO S.A.;Liderança;69;534;80
97.837.181/0001-47;2023-12-31;11;136737;DEXCO S.A.;Não-liderança;3738;7400;1175
